file_name,title,description,mode,application_deadline,urn_id,url,learning_outcomes,search_text
json155.json,Language Studies - French (A2 Level),"In a unique online environment, 50% synchronous and 50% asynchronous, you will be learners from different countries working together in French on 2 projects:

- Discovering Lyon in France and many other cities

- Studying here and there.

A French tutor will guide through a wide range of activities that will help you realize your project in groups encouraging you to use French.

For example, the class will encourage you to talk about yourself, to describe a city, to share your points of interests in a city, to talk about your learning environment, your studies, your friends, the food, your night outs etc.

This micromodule will focus on an intercultural approach that will help you put the things you learn into an international perspective. It will thus give you tools for a future international experience or exchange.",Online,2024-10-21,cce4d0db-3f53-41e1-ac05-9e90d7f395a2,archive.eciu.eu/engage/cce4d0db-3f53-41e1-ac05-9e90d7f395a2,"['Demonstrate A2 French language skills', 'Describe French cities, including Lyon', 'Understand study abroad in France and other French-speaking countries', 'Demonstrate intercultural skills']","language studies - french (a2 level) in a unique online environment, 50% synchronous and 50% asynchronous, you will be learners from different countries working together in french on 2 projects:

- discovering lyon in france and many other cities

- studying here and there.

a french tutor will guide through a wide range of activities that will help you realize your project in groups encouraging you to use french.

for example, the class will encourage you to talk about yourself, to describe a city, to share your points of interests in a city, to talk about your learning environment, your studies, your friends, the food, your night outs etc.

this micromodule will focus on an intercultural approach that will help you put the things you learn into an international perspective. it will thus give you tools for a future international experience or exchange. demonstrate a2 french language skills describe french cities, including lyon understand study abroad in france and other french-speaking countries demonstrate intercultural skills online"
json156.json,Atmospheric Pollution and Odour Management in European Cities: Where Are We?,"**Detailed program**

Online sessions (02/17/2025– 03/24/2025)

• 02/17/2025 (18:30 - 20:00): Kick-off meeting (description of the challenge, presentation of the teamchers, the challenge provider, introduction of the topic of atmospheric pollution and odour)

• 02/24/2025 (18:30 - 20:00): Guest speakers – Part 1: About air quality and atmospheric pollution (R. Duarte, University of Aveiro). Part 2: Citizen science and how to reach a community? (G. Santinha, University of Aveiro)

• 03/03/2025 (18:30 - 20:00): Challenge provider, Atmo – Approaches to evaluate odours, the language of odours.

• 03/10/2025 (18:30 - 20:00): Team Working + Guest speaker from the European council\* – Why and how to put regulations around air quality? Feedback about the addition of odours in the definition of air pollution and in the regulations.

• 03/24/2025 (18:30 - 20:00): Team Working

\*Please note that the content of the session is subjected to change

Suggested sub-topics to be studied:

- Sub-topic 1: Context & regulations

- Sub-topic 2: Odours

- Sub-topic 3: Citizen engagement

Onsite sessions (04/07/2025 – 04/11/2025 at INSA Rouen, France, the capital of Impressionism and only 1 hour 15 minutes from Paris by train!

• 04/07/2025 (09:00 – 17:00): Reception, meeting and teamwork + virtual reality on air quality

• 04/08/2025 (09:00 – 17:00): Team working + Atmo animation on the theme of sense discovery, with an introduction to the methodology of the nose language

• 04/08/2025 (18:00-20:00): follow training with citizens in Rouen about the recognition of odours.

• 04/09/2025 (09:00 – 17:00): Team Working + meeting with industrial players in the metropolitan area.

• 04/10/2025 (09:00 – 17:00): Team working + Atmo station visit in Rouen city center

• 04/11/2024 (09:00 – 17:00): Team working + presentation of the results via a poster with a jury composed of teamchers and experts - Deliverable 1

All materials, meals and visits are offered to the students participating in this challenge.

Online sessions (04/15/2025 – 04/29/2025)

• 04/15/2025 (18:30 - 20:00): Team Working on poster updates – Deliverable 2

• 04/22/2025 (18:30 - 20:00): Team working on the study

• 04/29/2025 (18:30 - 20:00): Presentation of the study to be used by the student on a panel of 30-50 persons at their home university- Deliverable 3- Evaluation and assessment - Concluding remarks on the Challenge.",Blended,2025-01-10,d7669792-46b8-44af-84d2-a0b484988bec,archive.eciu.eu/engage/d7669792-46b8-44af-84d2-a0b484988bec,"['Foster dialogue in society', 'Understand air polution management', 'Advocate for health', 'Demonstrate an ability to work in a team']","atmospheric pollution and odour management in european cities: where are we? **detailed program**

online sessions (02/17/2025– 03/24/2025)

• 02/17/2025 (18:30 - 20:00): kick-off meeting (description of the challenge, presentation of the teamchers, the challenge provider, introduction of the topic of atmospheric pollution and odour)

• 02/24/2025 (18:30 - 20:00): guest speakers – part 1: about air quality and atmospheric pollution (r. duarte, university of aveiro). part 2: citizen science and how to reach a community? (g. santinha, university of aveiro)

• 03/03/2025 (18:30 - 20:00): challenge provider, atmo – approaches to evaluate odours, the language of odours.

• 03/10/2025 (18:30 - 20:00): team working + guest speaker from the european council\* – why and how to put regulations around air quality? feedback about the addition of odours in the definition of air pollution and in the regulations.

• 03/24/2025 (18:30 - 20:00): team working

\*please note that the content of the session is subjected to change

suggested sub-topics to be studied:

- sub-topic 1: context & regulations

- sub-topic 2: odours

- sub-topic 3: citizen engagement

onsite sessions (04/07/2025 – 04/11/2025 at insa rouen, france, the capital of impressionism and only 1 hour 15 minutes from paris by train!

• 04/07/2025 (09:00 – 17:00): reception, meeting and teamwork + virtual reality on air quality

• 04/08/2025 (09:00 – 17:00): team working + atmo animation on the theme of sense discovery, with an introduction to the methodology of the nose language

• 04/08/2025 (18:00-20:00): follow training with citizens in rouen about the recognition of odours.

• 04/09/2025 (09:00 – 17:00): team working + meeting with industrial players in the metropolitan area.

• 04/10/2025 (09:00 – 17:00): team working + atmo station visit in rouen city center

• 04/11/2024 (09:00 – 17:00): team working + presentation of the results via a poster with a jury composed of teamchers and experts - deliverable 1

all materials, meals and visits are offered to the students participating in this challenge.

online sessions (04/15/2025 – 04/29/2025)

• 04/15/2025 (18:30 - 20:00): team working on poster updates – deliverable 2

• 04/22/2025 (18:30 - 20:00): team working on the study

• 04/29/2025 (18:30 - 20:00): presentation of the study to be used by the student on a panel of 30-50 persons at their home university- deliverable 3- evaluation and assessment - concluding remarks on the challenge. foster dialogue in society understand air polution management advocate for health demonstrate an ability to work in a team blended"
json157.json,Laser Principles and Applications,"The first working laser was demonstrated in 1960, and afterward, the development of intense light sources has evolved rapidly opening a variety of possibilities for applications starting from the laser scanners in shops or laser printers in offices and ending with extremely intense and short duration (down to attoseconds, 10-18s) pulsed light sources for groundbreaking research. The importance of the laser-related research field was acknowledged by several Nobel prizes in Physics given for the development of the laser itself and more recently for advances in pulsed laser development via chirped pulse amplification method and laser applications like manipulation of micro-objects. This micro-module is devoted to attendees interested in emerging technologies in photonics and does not require more than basic knowledge of physics. In this micro-module, you will learn the principles of laser operation and will find out the variety of application possibilities of ultrafast laser sources in scientific research as well as in commercial products. You’ll be able to explain why ultra-short laser pulses are necessary for creating high-tech products.",Online,2024-10-01,faae3e89-60b4-4cbe-8b77-a359ec6aef2b,archive.eciu.eu/engage/faae3e89-60b4-4cbe-8b77-a359ec6aef2b,"['Describe the application limits of the theories explaining the nature of light', 'Interpret working principles of continuous wave and pulsed lasers', 'Describe the nonlinear and ultrafast phenomena', 'Choose laser processing parameters for micro-/nano- processing of material surfaces and in the bulk']","laser principles and applications the first working laser was demonstrated in 1960, and afterward, the development of intense light sources has evolved rapidly opening a variety of possibilities for applications starting from the laser scanners in shops or laser printers in offices and ending with extremely intense and short duration (down to attoseconds, 10-18s) pulsed light sources for groundbreaking research. the importance of the laser-related research field was acknowledged by several nobel prizes in physics given for the development of the laser itself and more recently for advances in pulsed laser development via chirped pulse amplification method and laser applications like manipulation of micro-objects. this micro-module is devoted to attendees interested in emerging technologies in photonics and does not require more than basic knowledge of physics. in this micro-module, you will learn the principles of laser operation and will find out the variety of application possibilities of ultrafast laser sources in scientific research as well as in commercial products. you’ll be able to explain why ultra-short laser pulses are necessary for creating high-tech products. describe the application limits of the theories explaining the nature of light interpret working principles of continuous wave and pulsed lasers describe the nonlinear and ultrafast phenomena choose laser processing parameters for micro-/nano- processing of material surfaces and in the bulk online"
json158.json,The sustainable forest challenge,"New sustainability programs at the EU level, such as the Nature Restoration Law, One Health Program, and the EU Biodiversity Strategy, raise questions for natural resource-based companies on how to integrate restorative and regenerative practices while ensuring long-term viability. For Södra, a leading Swedish forestry cooperative, the forest is more than just a source of renewable raw material for the Södra industries—it provides climate benefits, ecosystem services, long-term economic potential, and represents a core of Swedish innovation. Moreover, forests are a shared spaces for both people and wildlife, offering both livelihood and recreation.  

Södra is Sweden’s largest forest-owner association, founded in 1938 and today a strong cooperation of 52,000 individual forest owners. Members are diverse, ranging from farmers who actively manage their forests to city-dwellers who have outsourced the work. With local roots in southern Sweden and a presence in the global market through its industrial activities, Södra’s primary mission is to ensure the profitability of its members’ forest estates and to secure markets for their raw materials. This is achieved through a focus on high-value industrial segments and a balance between productive forestry and nature conservation, while always respecting members’ property rights. Innovation, sustainability, and the interests of the forest owners guide the cooperative’s work, with the ambition to create sustainable value from every tree.  

As the importance of sustainability has grown, Södra has integrated this focus across almost all levels of the organization. At the same time, public opinion on how forests should be managed is shifting, and Södra must continuously adapt and develop its practices to remain competitive—both in the market and among its members.  

In light of this educational challenge and aligned with recent developments in EU legislation, Södra needs to consider whether it is time to proactively redefine its strategies. Aligning with forthcoming and expected regulations and programs is not only a matter of compliance but a strategic opportunity. By acting early, Södra can strengthen its position as a leader in sustainable forestry and turn these challenges into new market opportunities. Innovation in products and services that support biodiversity and ecosystem health will allow Södra to meet the growing demand for sustainability. Moreover, by focusing on regenerative practices, Södra can further establish itself as a pioneer in combining ecological restoration with long-term economic resilience and Swedish innovation.  

Your challenge is to investigate how Södra can increase their positive ecological and societal impacts based on their position and take lead in the transition to a sustainable society. What assets and values can be utilized and what new innovative grips need to be taken?",Blended,2025-01-30,eb11dc2c-0bf5-419b-ac84-a4ac6ae29b28,archive.eciu.eu/engage/eb11dc2c-0bf5-419b-ac84-a4ac6ae29b28,"['Apply degrowth economic principles', 'Develop new concepts', 'Communication skills', 'Interdisciplinarity and innovation', 'Self-reflection']","the sustainable forest challenge new sustainability programs at the eu level, such as the nature restoration law, one health program, and the eu biodiversity strategy, raise questions for natural resource-based companies on how to integrate restorative and regenerative practices while ensuring long-term viability. for södra, a leading swedish forestry cooperative, the forest is more than just a source of renewable raw material for the södra industries—it provides climate benefits, ecosystem services, long-term economic potential, and represents a core of swedish innovation. moreover, forests are a shared spaces for both people and wildlife, offering both livelihood and recreation.  

södra is sweden’s largest forest-owner association, founded in 1938 and today a strong cooperation of 52,000 individual forest owners. members are diverse, ranging from farmers who actively manage their forests to city-dwellers who have outsourced the work. with local roots in southern sweden and a presence in the global market through its industrial activities, södra’s primary mission is to ensure the profitability of its members’ forest estates and to secure markets for their raw materials. this is achieved through a focus on high-value industrial segments and a balance between productive forestry and nature conservation, while always respecting members’ property rights. innovation, sustainability, and the interests of the forest owners guide the cooperative’s work, with the ambition to create sustainable value from every tree.  

as the importance of sustainability has grown, södra has integrated this focus across almost all levels of the organization. at the same time, public opinion on how forests should be managed is shifting, and södra must continuously adapt and develop its practices to remain competitive—both in the market and among its members.  

in light of this educational challenge and aligned with recent developments in eu legislation, södra needs to consider whether it is time to proactively redefine its strategies. aligning with forthcoming and expected regulations and programs is not only a matter of compliance but a strategic opportunity. by acting early, södra can strengthen its position as a leader in sustainable forestry and turn these challenges into new market opportunities. innovation in products and services that support biodiversity and ecosystem health will allow södra to meet the growing demand for sustainability. moreover, by focusing on regenerative practices, södra can further establish itself as a pioneer in combining ecological restoration with long-term economic resilience and swedish innovation.  

your challenge is to investigate how södra can increase their positive ecological and societal impacts based on their position and take lead in the transition to a sustainable society. what assets and values can be utilized and what new innovative grips need to be taken? apply degrowth economic principles develop new concepts communication skills interdisciplinarity and innovation self-reflection blended"
json159.json,Basics of Social Challenges,"Course Content summary  

– Defining social challenges  

– the Engage-Investigate-Act  

– Creativity and collaboration  

– The helicopter view  

– The goal: develop a useful, innovative and feasible project",Online,2025-01-28,65d6208d-5649-4323-967f-a5b030b0df3e,archive.eciu.eu/engage/65d6208d-5649-4323-967f-a5b030b0df3e,"['Problem Analysis', 'Challenge-based Learning']","basics of social challenges course content summary  

– defining social challenges  

– the engage-investigate-act  

– creativity and collaboration  

– the helicopter view  

– the goal: develop a useful, innovative and feasible project problem analysis challenge-based learning online"
json16.json,Finnish 1,"This course is an introduction to the Finnish language. The target level of the course is A1.2, developing elementary proficiency (CEFR application by Finnish National Agency for Education). The course consists of self-study modules in Moodle. In addition to that, there are optional online meetings to practise interaction. By the end of the course the student will have tools for simple interaction using basic phrases to following topics: greetings, meeting people, introductions, vocabulary related to food and beverages, expressions of time.  

No previous knowledge of the Finnish language is needed. This course is an online implementation consisting of different materials and activities. The teaching language is English.

The course material will open in Moodle on 2.9.2024, last day for submissions of tasks is 9.12.2024 and the material is available in Moodle until 6.1.2025.",Online,2024-10-25,423b4980-c827-ef11-840a-000d3a2fc4f3,archive.eciu.eu/engage/423b4980-c827-ef11-840a-000d3a2fc4f3,"['Understanding words and short phrases', 'Communicating in basic everyday situations', 'Writing with simple vocabulary', 'Pronouncing clearly']","finnish 1 this course is an introduction to the finnish language. the target level of the course is a1.2, developing elementary proficiency (cefr application by finnish national agency for education). the course consists of self-study modules in moodle. in addition to that, there are optional online meetings to practise interaction. by the end of the course the student will have tools for simple interaction using basic phrases to following topics: greetings, meeting people, introductions, vocabulary related to food and beverages, expressions of time.  

no previous knowledge of the finnish language is needed. this course is an online implementation consisting of different materials and activities. the teaching language is english.

the course material will open in moodle on 2.9.2024, last day for submissions of tasks is 9.12.2024 and the material is available in moodle until 6.1.2025. understanding words and short phrases communicating in basic everyday situations writing with simple vocabulary pronouncing clearly online"
json160.json,Futures of Translation,"This module will guide students through the intersection of translation studies and cutting-edge technology, exploring how technological advancements like immersive media (e.g., virtual reality and augmented reality), artificial intelligence, robotics, and more are reshaping translation practices and the role of translators in a digital world. Students will gain a comprehensive understanding of the current trends and possible future developments of translation through the analysis of various case studies, both real and fictional. They will also learn how to critically reflect and reconstruct the mechanics, dynamics, and strategies behind future translations through individual and group exercises. Additionally, students will be encouraged to imagine and navigate a possible future of translation, preparing them to discover new potentials to tackle the challenges of translation in a rapidly changing world.",Online,2024-10-06,fc96232c-64b5-4b61-b552-a69e4e150849,archive.eciu.eu/engage/fc96232c-64b5-4b61-b552-a69e4e150849,"['Conceptualise and map the current trends and possible future developments of translation', 'Critically reflect on the current state of translation and produce imaginations of the future of tra', 'Reconstruct the mechanics, dynamics, and strategies behind future translations']","futures of translation this module will guide students through the intersection of translation studies and cutting-edge technology, exploring how technological advancements like immersive media (e.g., virtual reality and augmented reality), artificial intelligence, robotics, and more are reshaping translation practices and the role of translators in a digital world. students will gain a comprehensive understanding of the current trends and possible future developments of translation through the analysis of various case studies, both real and fictional. they will also learn how to critically reflect and reconstruct the mechanics, dynamics, and strategies behind future translations through individual and group exercises. additionally, students will be encouraged to imagine and navigate a possible future of translation, preparing them to discover new potentials to tackle the challenges of translation in a rapidly changing world. conceptualise and map the current trends and possible future developments of translation critically reflect on the current state of translation and produce imaginations of the future of tra reconstruct the mechanics, dynamics, and strategies behind future translations online"
json161.json,Philosophical Frameworks for Business Ethics,"- In this course, we will go through the basics of business ethics.
- We will focus on how this discipline relates to our everyday life and choices, and on the philosophical foundations of this discipline.
- We will develop a solid definition of ethics.
- Upon completion of this course, you will be able to  define what “responsibility” means in the business context.

- Identify the main misbehaviours in the context of business",Online,2024-08-16,2046335d-1c94-4757-9408-a885f4747ed6,archive.eciu.eu/engage/2046335d-1c94-4757-9408-a885f4747ed6,"['L01', 'L02']","philosophical frameworks for business ethics - in this course, we will go through the basics of business ethics.
- we will focus on how this discipline relates to our everyday life and choices, and on the philosophical foundations of this discipline.
- we will develop a solid definition of ethics.
- upon completion of this course, you will be able to  define what “responsibility” means in the business context.

- identify the main misbehaviours in the context of business l01 l02 online"
json162.json,GPU Architectures and Programming,"The course begins by providing a broad motivation for the design of multi- and many-core processors such as graphics processing units (GPUs). The first phase covers basic GPU concepts, including the evolution of GPU computing, a high-level overview of GPU architecture, and key differences from CPU architecture. Supplementary material is provided for students without a background in computer architecture fundamentals. Once a basic understanding is established, the module introduces the programming of GPUs using CUDA. The curriculum then delves into advanced concepts from both an architectural and programming perspective. To reinforce the theoretical knowledge gained in the lectures, students will engage in progressively more complex exercises throughout the module.",Blended,2025-03-23,effffb93-12c4-4470-a869-a9ae0289b18d,archive.eciu.eu/engage/effffb93-12c4-4470-a869-a9ae0289b18d,"['Effective GPU programming', 'Solve computationally intensive tasks faster and with lower energy consumption', 'Understanding of the architecture of massively parallel GPUs']","gpu architectures and programming the course begins by providing a broad motivation for the design of multi- and many-core processors such as graphics processing units (gpus). the first phase covers basic gpu concepts, including the evolution of gpu computing, a high-level overview of gpu architecture, and key differences from cpu architecture. supplementary material is provided for students without a background in computer architecture fundamentals. once a basic understanding is established, the module introduces the programming of gpus using cuda. the curriculum then delves into advanced concepts from both an architectural and programming perspective. to reinforce the theoretical knowledge gained in the lectures, students will engage in progressively more complex exercises throughout the module. effective gpu programming solve computationally intensive tasks faster and with lower energy consumption understanding of the architecture of massively parallel gpus blended"
json163.json,Data Representation Real World,"For computer systems to learn from experience they need information from the outside world structured in a way that is better suited to how they learn. To do so effectively, we must explore different means of representing common types of information such as images, video, sensors and text. In this course, we will explore useful ways of doing exactly that.

In this course, we will examine some practical examples of data representation as they can occur with real-world machine-learning tasks.

We will examine suitable feature representations for images, text and time series

We will develop an appreciation for the data representation challenge and the importance of giving attention to this stage of the machine learning development process.

Upon completion of this module, you will be able to Apply a range of concepts to explore different representations of data. Understand the limits and breadth of Machine Learning capabilities and Evaluate different representations of data for different purposes.",Online,2024-08-16,05eb0536-0b21-46d1-8b2e-ac35f753fc7b,archive.eciu.eu/engage/05eb0536-0b21-46d1-8b2e-ac35f753fc7b,"['L01', 'L02', 'L03']","data representation real world for computer systems to learn from experience they need information from the outside world structured in a way that is better suited to how they learn. to do so effectively, we must explore different means of representing common types of information such as images, video, sensors and text. in this course, we will explore useful ways of doing exactly that.

in this course, we will examine some practical examples of data representation as they can occur with real-world machine-learning tasks.

we will examine suitable feature representations for images, text and time series

we will develop an appreciation for the data representation challenge and the importance of giving attention to this stage of the machine learning development process.

upon completion of this module, you will be able to apply a range of concepts to explore different representations of data. understand the limits and breadth of machine learning capabilities and evaluate different representations of data for different purposes. l01 l02 l03 online"
json164.json,Teaching and Accessibility Legislation,"This module introduces the student to the Finnish legislation regarding accessibility, teaching, and people with disabilities's right for assistance in the classroom. The student will learn about the education-specific accessibility legislations as well as more general legislation regarding the rights of the people with disabilities. The student will also reflect on these topics and think about how they relate to their own experiences and possible future plans in the field of education.",Online,2024-12-01,213bea3f-f154-4d57-925a-ad08d2a65558,archive.eciu.eu/engage/213bea3f-f154-4d57-925a-ad08d2a65558,"['Learning Outcome 1', 'Learning Outcome 2']","teaching and accessibility legislation this module introduces the student to the finnish legislation regarding accessibility, teaching, and people with disabilities's right for assistance in the classroom. the student will learn about the education-specific accessibility legislations as well as more general legislation regarding the rights of the people with disabilities. the student will also reflect on these topics and think about how they relate to their own experiences and possible future plans in the field of education. learning outcome 1 learning outcome 2 online"
json165.json,Web Accessibility I (Technical),"This thematic modules Web accessibility I and II introduces guidelines and other standards related to web accessibility, such as Web Content Accessibility Guidelines (WCAG). The first module explains the web accessibility principles (POUR), but focuses on technical specifications, primarily explaining the WAI-ARIA, the Accessible Rich Internet Applications suite of web standards.",Online,2024-12-01,97c3c716-de97-46e0-b3a4-ad77335063a8,archive.eciu.eu/engage/97c3c716-de97-46e0-b3a4-ad77335063a8,"['Learning Outcome 1', 'Learning Outcome 2']","web accessibility i (technical) this thematic modules web accessibility i and ii introduces guidelines and other standards related to web accessibility, such as web content accessibility guidelines (wcag). the first module explains the web accessibility principles (pour), but focuses on technical specifications, primarily explaining the wai-aria, the accessible rich internet applications suite of web standards. learning outcome 1 learning outcome 2 online"
json166.json,Individual Ethics in Business,"This informative course will take you through the main themes and concepts of ethics within a business context. You’ll take the perspective of the individual within a business and will explore what ‘responsibility’ means within a business context. You’ll then cover the main misbehaviours that can happen within a business and ways in which to avoid them.

You’ll discover that ethics is not something that you “add” to your actions, it is within the action itself.

In this course, we will explore how individuals behave when they’re at work in a company.

We will answer questions like: What is responsibility? When can we say that someone is responsible for a decision or for a particular course of action?

We will distinguish between different kinds of actions that a person can perform in his or her everyday life and, specifically, in the context of business.

We will focus on certain misbehaviours in business, presenting many examples. 

Upon completion of this course, you will be able to Define what “responsibility” means in the business context and Identify the main misbehaviours in the context of business.",Blended,2024-08-16,fcfb5344-1117-4dfa-a729-ad89ad852b0e,archive.eciu.eu/engage/fcfb5344-1117-4dfa-a729-ad89ad852b0e,"['L01', 'L02']","individual ethics in business this informative course will take you through the main themes and concepts of ethics within a business context. you’ll take the perspective of the individual within a business and will explore what ‘responsibility’ means within a business context. you’ll then cover the main misbehaviours that can happen within a business and ways in which to avoid them.

you’ll discover that ethics is not something that you “add” to your actions, it is within the action itself.

in this course, we will explore how individuals behave when they’re at work in a company.

we will answer questions like: what is responsibility? when can we say that someone is responsible for a decision or for a particular course of action?

we will distinguish between different kinds of actions that a person can perform in his or her everyday life and, specifically, in the context of business.

we will focus on certain misbehaviours in business, presenting many examples. 

upon completion of this course, you will be able to define what “responsibility” means in the business context and identify the main misbehaviours in the context of business. l01 l02 blended"
json167.json,Sustainable Business and Cultural Diversity,"This informative course will take you through the main themes and concepts of ethics within a business context. You’ll reflect on the relationship between a business and wider society. You’ll explore different ways of dealing with cultural diversity and conclude with an essential look at sustainability. You’ll learn about the UN Global Compact and the UN Sustainable Development Goals and how they relate to business

- In this course, will examine the different theories on the relationship between business and society.
- We will explore the areas of cultural diversity and sustainability and how they relate to  business.
- Upon completion of this course you will be able to  reflect on the relationship between business and society. Describe what is cultural diversity and its relevance for business ethics and explain what the Sustainable Development Goals are and why they are important for business.",Online,2024-08-16,e5383036-c322-42b4-9a74-b0639b94a97e,archive.eciu.eu/engage/e5383036-c322-42b4-9a74-b0639b94a97e,"['L03', 'L01', 'L02']","sustainable business and cultural diversity this informative course will take you through the main themes and concepts of ethics within a business context. you’ll reflect on the relationship between a business and wider society. you’ll explore different ways of dealing with cultural diversity and conclude with an essential look at sustainability. you’ll learn about the un global compact and the un sustainable development goals and how they relate to business

- in this course, will examine the different theories on the relationship between business and society.
- we will explore the areas of cultural diversity and sustainability and how they relate to  business.
- upon completion of this course you will be able to  reflect on the relationship between business and society. describe what is cultural diversity and its relevance for business ethics and explain what the sustainable development goals are and why they are important for business. l03 l01 l02 online"
json168.json,Skills for Effective Cross-Cultural Communication,"Today's world is characterised by increasing social and professional mobility and extensive contact among people who are often not only distant in terms of space, but are also culturally different from each other. As a consequence, ‘contact and interaction (physical and virtual) between diverse peoples, languages, cultural models, media and practices’ have now become the norm rather than an exception. Naturally, these developments have inevitable repercussions: on the one hand, they affect the ways in which people communicate in settings that involve participation of individuals with different cultural and linguistic backgrounds; on the other hand, the way communication and language as such are understood also become less stable.",Online,2025-02-23,ddeebe75-23d9-4c50-a4d0-b3b3ab61d149,archive.eciu.eu/engage/ddeebe75-23d9-4c50-a4d0-b3b3ab61d149,"['Theoretical knowledge', 'Intrapersonal Skills', 'Knowledge integration']","skills for effective cross-cultural communication today's world is characterised by increasing social and professional mobility and extensive contact among people who are often not only distant in terms of space, but are also culturally different from each other. as a consequence, ‘contact and interaction (physical and virtual) between diverse peoples, languages, cultural models, media and practices’ have now become the norm rather than an exception. naturally, these developments have inevitable repercussions: on the one hand, they affect the ways in which people communicate in settings that involve participation of individuals with different cultural and linguistic backgrounds; on the other hand, the way communication and language as such are understood also become less stable. theoretical knowledge intrapersonal skills knowledge integration online"
json169.json,Introduction to Collaborative XR,"The course provides a crash course on the topic of collaboration in extended reality (XR), providing the learner with insights on state-of-the-art technologies and XR-related research. After taking the course, the learner will have basic knowledge on how collaboration in XR works in various domains, and how it might shape up to work in the future.  
  
Whether you're an aspiring developer, a creative artist, a business professional, or simply curious about the potential of XR, this is a technology that you should at least get acquainted with. This course will empower you to unlock the boundless possibilities of this transformative technology.",Online,2024-12-01,ef98e2d0-201c-432b-b9d2-b6a113ee0085,archive.eciu.eu/engage/ef98e2d0-201c-432b-b9d2-b6a113ee0085,"['Learning Outcome 1', 'Learning Outcome 2', 'Learning Outcome 3', 'Learning Outcome 4']","introduction to collaborative xr the course provides a crash course on the topic of collaboration in extended reality (xr), providing the learner with insights on state-of-the-art technologies and xr-related research. after taking the course, the learner will have basic knowledge on how collaboration in xr works in various domains, and how it might shape up to work in the future.  
  
whether you're an aspiring developer, a creative artist, a business professional, or simply curious about the potential of xr, this is a technology that you should at least get acquainted with. this course will empower you to unlock the boundless possibilities of this transformative technology. learning outcome 1 learning outcome 2 learning outcome 3 learning outcome 4 online"
json17.json,Elements of AI,"Elements of AI is an online module that you can do at any time and in any pace at [https://www.elementsofai.com/.](https://www.elementsofai.com/) The module is a self study module of the online material and is examined through self correcting and peer reviewed exercises. When you have completed Elements of AI you can register to this module to get your results validated. To verify that you have really taken the online course, you have to upload your certificate from Elements of AI and do a validation test with questions similar to the ones in the online module. For more information see the following website: [ETE318 Elements of AI - Course Information.](https://www.ida.liu.se/~ETE318/info/courseinfo.en.shtml)",Online,2025-01-12,0fb06c9f-9f03-ef11-9f89-000d3a398ca7,archive.eciu.eu/engage/0fb06c9f-9f03-ef11-9f89-000d3a398ca7,"['Formulate a research problem', 'Bayesian reasoning', 'Basic programming', 'Basic knowledge about AI', 'Machine learning techniques', 'Classification methods', 'Ability to evaluate', 'Societal implications', 'Bayes rule', 'Machine learning scenarios', 'Neutral networks', 'Critical thinking']","elements of ai elements of ai is an online module that you can do at any time and in any pace at [https://www.elementsofai.com/.](https://www.elementsofai.com/) the module is a self study module of the online material and is examined through self correcting and peer reviewed exercises. when you have completed elements of ai you can register to this module to get your results validated. to verify that you have really taken the online course, you have to upload your certificate from elements of ai and do a validation test with questions similar to the ones in the online module. for more information see the following website: [ete318 elements of ai - course information.](https://www.ida.liu.se/~ete318/info/courseinfo.en.shtml) formulate a research problem bayesian reasoning basic programming basic knowledge about ai machine learning techniques classification methods ability to evaluate societal implications bayes rule machine learning scenarios neutral networks critical thinking online"
json170.json,Engineering Solutions for Inclusive & Sustainable Live Music,"Music plays a vital role in creating shared experiences and bringing people together. However, organizing and broadcasting a cultural event is no easy task. Festivals and municipalities must rethink how they design accessible, sustainable, and engaging experiences for all audiences—including people with disabilities, children, and underprivileged communities.

This is where our challenge comes in. Stepping into the role of creative engineers, students will collaborate with local stakeholders to develop innovative solutions that make music accessible to everyone. How can we design inclusive experiences that allow people with mobility restrictions or sensory impairments to fully participate in a festival? How can a city ensure that a cultural event reaches all its citizens, regardless of their background? How can we reduce the environmental impact of large-scale music events?

Over just a few days, student teams will tackle these critical questions, combining creativity, technology, and user-centered design to develop concrete, practical solutions. Their work will not only offer fresh perspectives but also provide actionable strategies for local decision-makers.",Blended,2025-04-18,b96ccd7d-03f9-4767-b376-b6cb62c352b8,archive.eciu.eu/engage/b96ccd7d-03f9-4767-b376-b6cb62c352b8,"['Identify user/client needs and formulate innovate opportunities', 'Implement innovation and creative processes to develop innovative solutions', 'Deliver a project as part of a team', 'Communicate an original concept concisely, clearly, and persuasively']","engineering solutions for inclusive & sustainable live music music plays a vital role in creating shared experiences and bringing people together. however, organizing and broadcasting a cultural event is no easy task. festivals and municipalities must rethink how they design accessible, sustainable, and engaging experiences for all audiences—including people with disabilities, children, and underprivileged communities.

this is where our challenge comes in. stepping into the role of creative engineers, students will collaborate with local stakeholders to develop innovative solutions that make music accessible to everyone. how can we design inclusive experiences that allow people with mobility restrictions or sensory impairments to fully participate in a festival? how can a city ensure that a cultural event reaches all its citizens, regardless of their background? how can we reduce the environmental impact of large-scale music events?

over just a few days, student teams will tackle these critical questions, combining creativity, technology, and user-centered design to develop concrete, practical solutions. their work will not only offer fresh perspectives but also provide actionable strategies for local decision-makers. identify user/client needs and formulate innovate opportunities implement innovation and creative processes to develop innovative solutions deliver a project as part of a team communicate an original concept concisely, clearly, and persuasively blended"
